algorithms,AI,computational science,computer architecture,computer engineering,computer graphics,computer hardware,computer network,computer security,computer vision,data mining,data science,database,distributed computing,embedded systems,human-computer interaction,information retrieval,internet privacy,knowledge management,library science,machine learning,multimedia,natural language processing,operating systems,parallel computing,pattern recognition,programming languages,real-time computing,simulation,software engineering,speech recognition,telecommunications,theoretical computer science,world wide web
,,,,,,,,,,0.069035791883115,0.311478692773717,0.215200770218163,,,,0.11444876711213,,0.245767595392435,,,,,,,,,,,,,,,0.04406838262044
0.196513131819193,,,,,,,,,,,,,,,,,,,,,0.781426162282745,,,,,,,,,,,0.022060705898062,
0.879093666028732,,,,,,,,,,,,,,,,,,,,,0.052996351631317,,,,,,,,,,,0.067909982339952,
0.435026329655264,,,,,,,,,,,,,,,,,,,,,0.086772668135512,,,,,,,,,,,0.478201002209224,
,,,,,,,,,,,,,,,,,,,0.235335717880679,,,,,,,,,0.764664282119321,,,,,
,,0.015939647982762,,,,,,,,,,,0.456444989004736,,,,,,,,,,,0.212325913168818,,,,,,,0.315289449843684,,
,,,,,0.089663390070707,,,,0.277534632249479,,,,,,,,,,,0.094619031739997,,,,,0.538182945939818,,,,,,,,
,0.286299757510056,,,,,,,,,,,,,,,,,,,,,0.07642584840896,,,0.211964676542314,,,,,0.42530971753867,,,
,0.193037649265619,,,,0.213847200229708,,,,0.122041275816547,,,,,,0.033576300564604,,,,,0.058085079303297,,0.207514197025114,,,0.032776779581435,,,,,0.139121518213677,,,
0.045532303333554,,,,0.037955760976789,,,0.25410883041996,0.017918077551713,,,,,,,,,0.130140588580667,,,,0.229771111893927,,,,,,,,0.149501181763424,,,0.135072145479966,
,0.213532504921208,,,,0.007340191601149,,,,0.163485702259959,,,,,,0.225042991725411,,,,,0.022175277475695,,0.02601734317196,,,0.091509501620869,,,,,0.250896487223749,,,
,,,,,0.087298118725299,,,,0.357392065568917,,,,,,,,,,,0.220668089139834,,,,,0.33464172656595,,,,,,,,
,0.220732485619124,,,,,,,,,,,,,,,,,,,,,0.417779548339249,,,0.109095777429849,,,,,0.252392188611777,,,
,,,,,,,,,,,,,,0.755770602883676,,,,,,,,,,,,,0.244229397116324,,,,,,
,,,0.389257755895915,,,0.032762392699319,,,,,,,,0.373469018064915,,,,,,,,,0.088475952813693,,,,0.116034880526158,,,,,,
,,0.508375153618328,,,,,,,,,,,0.143750245250952,,,,,,,,,,,0.329877564041308,,,,,,,0.017997037089412,,
,,,0.412589698653852,,,0.174148235536481,,,,,,,,,,,,,,,,,0.413262065809667,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0.888913901395563,,,,,,,,,0.111086098604438,,,,,
,,,,,,,,,,,,,,,,,,,0.560373966287536,,,,,,,,,0.439626033712464,,,,,
,,,,0.224146367550855,,,0.113047003287653,0.254194828879804,,,,,,,,,0.153657354192878,,,,,,,,,,,,0.25495444608881,,,,
,0.268365940445501,,,,,,,,,,,,,,,,,,,,,0.146906580904243,,,0.517249542550687,,,,,0.067477936099569,,,
0.286838610550532,,,,,,,,,,,,,,,,,,,,,0.428333266491692,,,,,,,,,,,0.284828122957775,
0.032382190373424,,,,0.081512427720218,,,0.209180916444102,0.2457269884018,,,,,,,,,0.054224002506628,,,,0.143074359866102,,,,,,,,0.062515261672112,,,0.171383853015615,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
,,0.293670461606276,,,,,,,,,,,0.18372303879929,,,,,,,,,,,0.220665871260572,,,,,,,0.301940628333862,,
,,,,,,,,,,0.239329586658719,0.113290952688119,0.205373052917497,,,,0.069961862018861,,0.19399130965526,,,,,,,,,,,,,,,0.178053236061545
,0.102056422012244,,,,0.04803723977148,,,,0.123094317069997,,,,,,0.019740100828594,,,,,0.202946703567139,,0.18940455976748,,,0.29144129105884,,,,,0.023279365924226,,,
,0.43705703070843,,,,,,,,,,,,,,,,,,,,,0.264613397874652,,,0.112181227183287,,,,,0.186148344233631,,,
,,,,,,,,,,,,,,,,,,,0.810339635914075,,,,,,,,,0.189660364085925,,,,,
,,,0.081298597063406,,,0.16783336923115,,,,,,,,0.144792259841078,,,,,,,,,0.320460880577757,,,,0.285614893286609,,,,,,
0.287786622019313,,,,,,,,,,,,,,,,,,,,,0.304352009001172,,,,,,,,,,,0.407861368979515,
,,,,,,,,,,,,,,0.648920963981373,,,,,,,,,,,,,0.351079036018627,,,,,,
,,,,,0.696289051165455,,,,0.038669022503481,,,,,,,,,,,0.2406926012317,,,,,0.024349325099364,,,,,,,,
,,,,,,,,,,,,,,,,,,,0.378043841630552,,,,,,,,,0.621956158369448,,,,,
,,,0.333641925870062,,,0.615084857260226,,,,,,,,,,,,,,,,,0.051273216869712,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
0.177774962963645,,,,0.095898682327192,,,0.077594249287969,0.141856785758908,,,,,,,,,0.089639575248408,,,,0.15536671698555,,,,,,,,0.142795023711036,,,0.119074003717292,
,,,,,,,,,,0.178600946359917,0.145588097059598,0.065161473619165,,,,0.141857879548106,,0.234022581450253,,,,,,,,,,,,,,,0.23476902196296
,,,,,,,,,,,,,,0.148199636652622,,,,,,,,,,,,,0.851800363347378,,,,,,
,,,0.237291700585008,,,0.394675356026994,,,,,,,,,,,,,,,,,0.368032943387997,,,,,,,,,,
,,,,0.122503358103389,,,0.117100747875814,0.320049272991313,,,,,,,,,0.271828296868126,,,,,,,,,,,,0.168518324161359,,,,
,0.2219482503081,,,,,,,,,,,,,,,,,,,,,0.114673293947762,,,0.519998262428837,,,,,0.143380193315301,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
0.079112593352594,,,,0.17246672181161,,,0.221505825294407,0.032581760734636,,,,,,,,,0.210787894086646,,,,0.042284522249145,,,,,,,,0.155736147127344,,,0.085524535343619,
,,,,0.145617574090058,,,0.167736421873758,0.184477902981855,,,,,,,,,0.154597682773725,,,,,,,,,,,,0.347570418280604,,,,
,,,,,0.295428130228049,,,,0.212627392724727,,,,,,,,,,,0.363839793506118,,,,,0.128104683541106,,,,,,,,
,,,,,,,,,,,,,,,,,,,0.584063370559716,,,,,,,,,0.415936629440284,,,,,
,,,,,,,,,,0.152605795939028,0.070716372167525,0.0266057382523,,,,0.254442842437407,,0.247234807301745,,,,,,,,,,,,,,,0.248394443901995
,0.169776790913968,,,,0.209611887852856,,,,0.097049452232684,,,,,,0.176285110130192,,,,,0.0285969555625,,0.116325004563557,,,0.080969398947943,,,,,0.121385399796302,,,
,,0.273188671451668,,,,,,,,,,,0.132697856981903,,,,,,,,,,,0.146333367626882,,,,,,,0.447780103939547,,
,,,,,,,,,,0.060892878170024,0.297292871879283,0.023631318352807,,,,0.11461402074211,,0.266677081774553,,,,,,,,,,,,,,,0.236891829081223
,0.287073939509905,,,,,,,,,,,,,,,,,,,,,0.282810056941511,,,0.313955305904565,,,,,0.116160697644018,,,
0.036825629645649,,,,0.177483017276149,,,0.128180529790002,0.136283967863506,,,,,,,,,0.051073971419168,,,,0.19767684949681,,,,,,,,0.176853227629878,,,0.095622806878839,
0.173658048460205,,,,0.021036020122772,,,0.072516795824534,0.0543389454684,,,,,,,,,0.207252248180832,,,,0.12014883963253,,,,,,,,0.203127213961421,,,0.147921888349307,
,0.140143048778118,,,,0.219315270552069,,,,0.036064584255892,,,,,,0.02425561135585,,,,,0.089569371693088,,0.138456426939324,,,0.192515049040362,,,,,0.159680637385297,,,
,,,,,,,,,,0.038091757098148,0.129380854045037,0.077629601565545,,,,0.316677810714049,,0.228818471710235,,,,,,,,,,,,,,,0.209401504866986
,,,,,,,,,,,,,,,,,,,0.210384995135415,,,,,,,,,0.789615004864585,,,,,
0.149689352350406,,,,0.085886662276095,,,0.072034208383797,0.034449918166659,,,,,,,,,0.092044767299553,,,,0.207405704486409,,,,,,,,0.258079535965372,,,0.10040985107171,
,,,0.167407237605448,,,0.265725139544328,,,,,,,,0.259710482224722,,,,,,,,,0.162586280232668,,,,0.144570860392835,,,,,,
,,,,,,,,,,0.338250603742317,0.250850247055926,0.01665237952682,,,,0.141468651328358,,0.060610750530466,,,,,,,,,,,,,,,0.192167367816114
,0.104514083909357,,,,0.076249819685676,,,,0.174779817439019,,,,,,0.036420417785865,,,,,0.152688283388059,,0.192594459343204,,,0.091483733531745,,,,,0.171269384917076,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
,0.33469962639207,,,,,,,,,,,,,,,,,,,,,0.162337555638686,,,0.284376177620989,,,,,0.218586640348255,,,
,,0.055833658430275,,,,,,,,,,,0.390636472977564,,,,,,,,,,,0.191210504123799,,,,,,,0.362319364468362,,
,,,,,,,,,,,,,,0.141414092885633,,,,,,,,,,,,,0.858585907114366,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
,0.120420066927243,,,,,,,,,,,,,,,,,,,,,0.152190230413365,,,0.4056882334792,,,,,0.321701469180192,,,
,,,,,,,,,,0.206559049455422,0.014318403643593,0.035523473096139,,,,0.305014451098536,,0.274819658931989,,,,,,,,,,,,,,,0.163764963774321
,,,,0.037380281693863,,,0.299951581916553,0.196414685251925,,,,,,,,,0.290096288929372,,,,,,,,,,,,0.176157162208286,,,,
,,,,0.020013195308567,,,0.405838514983444,0.091371812475321,,,,,,,,,0.222731540775892,,,,,,,,,,,,0.260044936456777,,,,
,,,,0.252853497166358,,,0.167503944474344,0.227676477449132,,,,,,,,,0.082639692302058,,,,,,,,,,,,0.269326388608108,,,,
,,0.396597308612234,,,,,,,,,,,0.147571125825239,,,,,,,,,,,0.208574528462299,,,,,,,0.247257037100229,,
,,,,,0.262884456819563,,,,0.345745681330584,,,,,,,,,,,0.069654578509829,,,,,0.321715283340024,,,,,,,,
,,,,,,,,,,,,,,,,,,,0.261292050388128,,,,,,,,,0.738707949611872,,,,,
,,0.277220412079159,,,,,,,,,,,0.089293234222568,,,,,,,,,,,0.513013460934722,,,,,,,0.120472892763551,,
,,,,0.173301832495843,,,0.296205981308363,0.298811044505512,,,,,,,,,0.180364335576792,,,,,,,,,,,,0.05131680611349,,,,
,0.353239583758628,,,,,,,,,,,,,,,,,,,,,0.282132761806761,,,0.319810042111907,,,,,0.044817612322704,,,
0.15433099618718,,,,,,,,,,,,,,,,,,,,,0.40077454202087,,,,,,,,,,,0.44489446179195,
,0.381172351413236,,,,,,,,,,,,,,,,,,,,,0.280158310042133,,,0.082096939123679,,,,,0.256572399420952,,,
,,0.393194073977002,,,,,,,,,,,0.340830547297828,,,,,,,,,,,0.077514597405109,,,,,,,0.188460781320061,,
,,,,,,,,,,,,,,0.448993096248068,,,,,,,,,,,,,0.551006903751932,,,,,,
,,,,,0.054817241566827,,,,0.155154208991807,,,,,,,,,,,0.358643431726509,,,,,0.431385117714858,,,,,,,,
,,,,,0.161770639207141,,,,0.305216091152563,,,,,,,,,,,0.175313036338827,,,,,0.35770023330147,,,,,,,,
,,,,0.210536236331435,,,0.247276757304649,0.174958869144877,,,,,,,,,0.207594192909957,,,,,,,,,,,,0.159633944309083,,,,
,,,,,,,,,,0.214251637676572,0.073450748134235,0.288181394918397,,,,0.301260140520698,,0.013344417993462,,,,,,,,,,,,,,,0.109511660756636
,,,,,,,,,,,,,,,,,,,0.30360481561353,,,,,,,,,0.69639518438647,,,,,
,,,,,0.349985617769427,,,,0.369652737199454,,,,,,,,,,,0.115136017053009,,,,,0.16522562797811,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
,,,0.17906907755964,,,0.456259878237372,,,,,,,,,,,,,,,,,0.364671044202988,,,,,,,,,,
0.135929412168743,,,,0.14542784429687,,,0.131924595954856,0.047227495337684,,,,,,,,,0.198301499654291,,,,0.110194082063014,,,,,,,,0.04911442379292,,,0.181880646731623,
,,,,,,,,,,,,,,0.587569202545779,,,,,,,,,,,,,0.412430797454221,,,,,,
0.165514053448859,,,,0.095042289434276,,,0.134979244834449,0.088783475241142,,,,,,,,,0.186201600425999,,,,0.044375417418113,,,,,,,,0.188451903583676,,,0.096652015613485,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
,,,,0.520652013762313,,,0.223204464868237,0.001818326250648,,,,,,,,,0.006362220169668,,,,,,,,,,,,0.247962974949134,,,,
0.400541079725083,,,,,,,,,,,,,,,,,,,,,0.478743847809772,,,,,,,,,,,0.120715072465145,
0.166314817046464,,,,0.118929611994714,,,0.129162142075382,0.14876270120704,,,,,,,,,0.125346397815852,,,,0.188394662883683,,,,,,,,0.07495066795165,,,0.048138999025215,
0.01375474243385,,,,0.068848968748458,,,0.115265403766607,0.199810587407994,,,,,,,,,0.166647960909063,,,,0.193793681548326,,,,,,,,0.221283560651062,,,0.02059509453464,
,0.396432217647343,,,,,,,,,,,,,,,,,,,,,0.159890103062964,,,0.18220603248452,,,,,0.261471646805173,,,
,,,,,,,,,,0.20949886216934,0.171136683507636,0.195539292653176,,,,0.25126922770409,,0.090009942376974,,,,,,,,,,,,,,,0.082545991588784
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
0.043928830201335,,,,0.218943992199963,,,0.002672039882693,0.191288992032244,,,,,,,,,0.007056558649604,,,,0.25316697581904,,,,,,,,0.261602321099059,,,0.021340290116062,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
,,,,,,,,,,,,,,,,,,,0.87363409934455,,,,,,,,,0.12636590065545,,,,,
,,,0.08611551148143,,,0.726596916164008,,,,,,,,,,,,,,,,,0.187287572354562,,,,,,,,,,
,0.062119702730686,,,,0.244621509936646,,,,0.22627651648166,,,,,,0.007865853208737,,,,,0.150710280834057,,0.156815808065909,,,0.094623120215435,,,,,0.056967208526871,,,
,,,,,,,,,,0.233721107097281,0.226922719120694,0.207841431428736,,,,0.008482016579457,,0.184432053085877,,,,,,,,,,,,,,,0.138600672687954
,,0.306329220956066,,,,,,,,,,,0.458616188875853,,,,,,,,,,,0.161059133805667,,,,,,,0.073995456362414,,
,,,,,0.329109190978687,,,,0.347632331066477,,,,,,,,,,,0.301192844003711,,,,,0.022065633951124,,,,,,,,
0.210982219235707,,,,0.004815254076462,,,0.154936345352849,0.137736116189654,,,,,,,,,0.105479563001564,,,,0.119535984537354,,,,,,,,0.233356518965698,,,0.033157998640712,
,,,,0.043875759491831,,,0.307714397086198,0.231952504650544,,,,,,,,,0.296038814353542,,,,,,,,,,,,0.120418524417885,,,,
,0.02612731763516,,,,0.283504344983165,,,,0.08345955567872,,,,,,0.140331927501762,,,,,0.118148105024265,,0.091354077847487,,,0.213402476941775,,,,,0.043672194387668,,,
0.104149763484039,,,,0.080081516999254,,,0.096684699763586,0.072960283410958,,,,,,,,,0.256249699699618,,,,0.096354644726869,,,,,,,,0.115822586213941,,,0.177696805701737,
,,,0.167890787706011,,,0.046407482483189,,,,,,,,0.532488306808478,,,,,,,,,0.11174911255586,,,,0.141464310446463,,,,,,
,,,,,,,,,,,,,,,,,,,0.968461263558648,,,,,,,,,0.031538736441352,,,,,
,,,,,,,,,,0.064576007988599,0.250821329586221,0.021115892853916,,,,0.126210461170801,,0.253258258302758,,,,,,,,,,,,,,,0.284018050097705
,,,0.586087562290795,,,0.363989127037998,,,,,,,,,,,,,,,,,0.049923310671207,,,,,,,,,,
0.391461925087039,,,,,,,,,,,,,,,,,,,,,0.359631303640823,,,,,,,,,,,0.248906771272138,
,,,,,0.197554016948088,,,,0.344697638648476,,,,,,,,,,,0.168687575822912,,,,,0.289060768580524,,,,,,,,
,0.252186951890184,,,,,,,,,,,,,,,,,,,,,0.03044479673724,,,0.310069760579572,,,,,0.407298490793004,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
,,0.408338103249484,,,,,,,,,,,0.367204134641304,,,,,,,,,,,0.173332339879939,,,,,,,0.051125422229274,,
,,,,0.26215472907134,,,0.193280848280483,0.212056715305671,,,,,,,,,0.275887241310195,,,,,,,,,,,,0.056620466032311,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
,,,0.301211791417827,,,0.172204753311039,,,,,,,,0.287680450617383,,,,,,,,,0.21835970612205,,,,0.020543298531701,,,,,,
,,,,,0.051983682476558,,,,0.482938675948931,,,,,,,,,,,0.462120241783739,,,,,0.002957399790772,,,,,,,,
,0.350215027514593,,,,,,,,,,,,,,,,,,,,,0.297297415233427,,,0.237135491276251,,,,,0.115352065975729,,,
0.423521163601113,,,,,,,,,,,,,,,,,,,,,0.501846235408892,,,,,,,,,,,0.074632600989995,
,,,,,0.135984175282028,,,,0.106783217974641,,,,,,,,,,,0.397683743704026,,,,,0.359548863039305,,,,,,,,
,,,,,,,,,,,,,,,,,,,0.631356748457531,,,,,,,,,0.368643251542469,,,,,
,,,,,,,,,,,,,,0.695318723874812,,,,,,,,,,,,,0.304681276125187,,,,,,
,,,,,,,,,,,,,,0.334363325979048,,,,,,,,,,,,,0.665636674020952,,,,,,
0.172331639024879,,,,0.146241133501134,,,0.181891957853808,0.146521944607436,,,,,,,,,0.007959985804244,,,,0.097530991870266,,,,,,,,0.089606336062035,,,0.157916011276199,
,0.131323160344478,,,,,,,,,,,,,,,,,,,,,0.514156732589332,,,0.05251295635613,,,,,0.302007150710061,,,
,0.56179381296807,,,,,,,,,,,,,,,,,,,,,0.019271898104868,,,0.344965767317918,,,,,0.073968521609144,,,
,,,,,0.172303406389522,,,,0.045069213883975,,,,,,,,,,,0.69579825269836,,,,,0.086829127028143,,,,,,,,
,,,,,,,,,,,,,,,,,,,0.459427471214433,,,,,,,,,0.540572528785567,,,,,
,0.330117616180524,,,,,,,,,,,,,,,,,,,,,0.190276105589175,,,0.35118393215815,,,,,0.128422346072151,,,
,,,,,,,,,,,,,,0.652130773385702,,,,,,,,,,,,,0.347869226614298,,,,,,
,0.184693066430772,,,,0.079450076069571,,,,0.044331694752983,,,,,,0.02077005841035,,,,,0.203004954110744,,0.144410670236701,,,0.182458005463956,,,,,0.140881474524923,,,
,,,0.096121976157107,,,0.241645687188146,,,,,,,,0.298662143872151,,,,,,,,,0.290551170898644,,,,0.073019021883952,,,,,,
,0.0693741182716,,,,0.232162016380802,,,,0.035408448481803,,,,,,0.179409403740229,,,,,0.044263463680263,,0.203400628720539,,,0.157662004111323,,,,,0.078319916613441,,,
,,0.459918913966259,,,,,,,,,,,0.222690880506484,,,,,,,,,,,0.199813301714967,,,,,,,0.117576903812289,,
,,,0.222582133433278,,,0.213024429070793,,,,,,,,0.194215104178091,,,,,,,,,0.078027266194243,,,,0.292151067123594,,,,,,
0.012236279767873,,,,0.135628623599002,,,0.087935725709056,0.03260366467566,,,,,,,,,0.173917986228503,,,,0.116652286178729,,,,,,,,0.215768372207771,,,0.225257061633407,
,0.08089291535398,,,,0.06679490233557,,,,0.040496506998189,,,,,,0.220931708484331,,,,,0.234645634172387,,0.106413713504641,,,0.089380154183919,,,,,0.160444464966985,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
0.405088546931108,,,,,,,,,,,,,,,,,,,,,0.391939388289991,,,,,,,,,,,0.202972064778901,
,,,,,0.278201965623746,,,,0.126849058745357,,,,,,,,,,,0.262761375474896,,,,,0.332187600156002,,,,,,,,
,,,0.140802416490561,,,0.407035295251898,,,,,,,,0.005170845565897,,,,,,,,,0.341868744919839,,,,0.105122697771805,,,,,,
,,,,0.254520013739702,,,0.250999108479442,0.143000611087519,,,,,,,,,0.169559379069452,,,,,,,,,,,,0.181920887623886,,,,
0.052289342796984,,,,,,,,,,,,,,,,,,,,,0.179010730277117,,,,,,,,,,,0.768699926925899,
,,,0.020863057935552,,,0.070098362450518,,,,,,,,0.239828236231985,,,,,,,,,0.311794174969569,,,,0.357416168412376,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
,,,,,0.31578263683898,,,,0.210770100819672,,,,,,,,,,,0.135200145894606,,,,,0.338247116446742,,,,,,,,
,0.360466947267474,,,,,,,,,,,,,,,,,,,,,0.36606648148015,,,0.191209648242066,,,,,0.082256923010311,,,
0.051129168872311,,,,0.169559787346052,,,0.041796567969023,0.039576923672577,,,,,,,,,0.183239193299579,,,,0.178696307705461,,,,,,,,0.175120937557436,,,0.160881113577561,
,,0.47903126140639,,,,,,,,,,,0.043763349743645,,,,,,,,,,,0.189684600161785,,,,,,,0.287520788688181,,
0.265990416463251,,,,,,,,,,,,,,,,,,,,,0.06945204576231,,,,,,,,,,,0.664557537774439,
0.364827886104068,,,,,,,,,,,,,,,,,,,,,0.062127793541759,,,,,,,,,,,0.573044320354173,
,,,0.142897057665868,,,0.065732206785972,,,,,,,,0.202668341376821,,,,,,,,,0.417448021930622,,,,0.171254372240717,,,,,,
,,,,,0.318260475546159,,,,0.222211944143864,,,,,,,,,,,0.218351261177244,,,,,0.241176319132733,,,,,,,,
0.272687739244201,,,,,,,,,,,,,,,,,,,,,0.383286777718383,,,,,,,,,,,0.344025483037415,
,,,,,0.165564929189508,,,,0.138414704227154,,,,,,,,,,,0.395408000281714,,,,,0.300612366301625,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
,,,,,0.322896803559181,,,,0.471879462270949,,,,,,,,,,,0.130945821804664,,,,,0.074277912365206,,,,,,,,
,,,,,,,,,,,,,,,,,,,0.744444054702971,,,,,,,,,0.255555945297029,,,,,
,,,0.18527977952251,,,0.222547969982814,,,,,,,,,,,,,,,,,0.592172250494676,,,,,,,,,,
